transaction_id,user_id,merchant_id,amount,channel,location,timestamp,device_change,geo_distance,fraud_type,fraud_strategy_version,is_fraud
6471,241,23,772.15,netbanking,rural,2024-01-20 09:01:29,0,6.18,none,0,0
20558,330,76,593.65,netbanking,urban,2024-01-20 09:08:18,0,6.31,none,0,0
1194,146,174,330.33,upi,semi-urban,2024-01-20 09:08:45,0,3.86,none,0,0
48149,78,188,96.97,netbanking,urban,2024-01-20 09:09:48,0,3.2,none,0,0
1754,447,38,1036.85,netbanking,urban,2024-01-20 09:12:41,0,5.08,none,0,0
19544,965,159,195.53,netbanking,urban,2024-01-20 09:12:47,0,2.49,none,0,0
49379,135,4,22.68,upi,urban,2024-01-20 09:14:23,0,3.2,none,0,0
8186,636,119,79.97,card,semi-urban,2024-01-20 09:15:19,0,5.56,none,0,0
43287,483,9,86.21,card,urban,2024-01-20 09:17:54,0,5.55,none,0,0
11285,878,4,54.75,upi,rural,2024-01-20 09:18:11,0,6.13,none,0,0
36507,698,155,111.3,netbanking,semi-urban,2024-01-20 09:18:14,0,3.9,none,0,0
13097,686,41,157.53,netbanking,rural,2024-01-20 09:18:25,0,6.23,none,0,0
21543,773,60,63.12,netbanking,urban,2024-01-20 09:21:14,0,4.15,none,0,0
15009,346,9,59.4,upi,semi-urban,2024-01-20 09:24:43,0,2.66,none,0,0
24126,113,8,28.61,upi,rural,2024-01-20 09:28:00,0,5.3,none,0,0
11543,79,95,567.52,netbanking,semi-urban,2024-01-20 09:28:21,0,4.47,none,0,0
8117,306,174,57.03,upi,semi-urban,2024-01-20 09:29:54,0,6.21,none,0,0
35565,367,105,122.34,card,urban,2024-01-20 09:30:25,0,7.83,none,0,0
23278,755,9,109.1,upi,rural,2024-01-20 09:30:39,0,3.66,none,0,0
11380,151,127,32.69,card,semi-urban,2024-01-20 09:34:38,0,5.28,none,0,0
49634,703,169,83.66,upi,rural,2024-01-20 09:38:31,0,4.69,none,0,0
46355,23,107,706.93,upi,semi-urban,2024-01-20 09:42:48,0,5.17,none,0,0
14794,41,1,65.38,upi,urban,2024-01-20 09:46:42,0,4.33,none,0,0
34905,828,152,218.18,upi,urban,2024-01-20 09:47:44,0,7.19,none,0,0
10807,949,149,193.15,netbanking,semi-urban,2024-01-20 09:48:07,0,7.05,none,0,0
9702,767,142,144.96245383260242,netbanking,rural,2024-01-20 09:49:35,0,3.75,account_takeover,1,1
13504,602,22,10.89,netbanking,semi-urban,2024-01-20 09:53:22,0,4.41,none,0,0
26630,678,57,127.3,netbanking,semi-urban,2024-01-20 10:00:39,0,6.3,none,0,0
44883,624,75,125.41,netbanking,urban,2024-01-20 10:01:00,0,5.7,none,0,0
40267,94,72,54.99,upi,semi-urban,2024-01-20 10:02:28,0,7.17,none,0,0
22916,65,52,249.58,upi,urban,2024-01-20 10:04:07,0,5.89,none,0,0
36349,357,29,146.89,card,urban,2024-01-20 10:09:38,0,4.66,none,0,0
36236,81,199,12.86,upi,urban,2024-01-20 10:13:07,0,7.98,none,0,0
4828,782,91,82.92,card,urban,2024-01-20 10:18:04,0,6.2,none,0,0
30758,674,51,237.69,netbanking,semi-urban,2024-01-20 10:21:23,0,1.51,none,0,0
27915,452,134,200.77,upi,urban,2024-01-20 10:22:55,0,3.01,none,0,0
16819,815,153,61.7,netbanking,semi-urban,2024-01-20 10:23:32,0,6.14,none,0,0
11449,190,35,241.14,netbanking,rural,2024-01-20 10:25:12,0,3.97,none,0,0
7690,11,179,6.52,netbanking,rural,2024-01-20 10:32:39,0,6.64,none,0,0
32335,704,200,397.75,netbanking,urban,2024-01-20 10:33:40,0,3.95,none,0,0
14659,430,68,33.95,upi,rural,2024-01-20 10:37:06,0,1.98,none,0,0
5111,196,148,1.17,netbanking,urban,2024-01-20 10:41:58,0,5.49,none,0,0
16330,716,103,342.72,netbanking,semi-urban,2024-01-20 10:42:33,0,2.93,none,0,0
19146,956,109,163.35,card,urban,2024-01-20 10:42:54,0,8.57,none,0,0
45914,207,102,341.82,netbanking,urban,2024-01-20 10:44:46,0,5.53,none,0,0
44676,478,31,113.52,card,rural,2024-01-20 10:47:42,0,6.38,none,0,0
15965,148,6,109.43,netbanking,rural,2024-01-20 10:52:39,0,6.98,none,0,0
32541,811,1,816.89,card,rural,2024-01-20 10:53:03,0,4.92,none,0,0
39659,776,141,16.38,netbanking,rural,2024-01-20 10:53:08,0,7.15,none,0,0
23811,438,199,39.47,card,semi-urban,2024-01-20 10:54:28,0,2.09,none,0,0
3249,785,52,64.01,netbanking,semi-urban,2024-01-20 10:56:15,0,6.8,none,0,0
48414,551,155,149.34,card,semi-urban,2024-01-20 10:57:46,0,6.24,none,0,0
10872,696,47,363.94,netbanking,semi-urban,2024-01-20 10:58:55,0,4.22,none,0,0
11515,589,199,141.33,netbanking,rural,2024-01-20 10:59:48,0,6.07,none,0,0
33300,146,27,162.77,upi,urban,2024-01-20 11:02:39,0,4.8,none,0,0
38163,465,1,31.39,netbanking,semi-urban,2024-01-20 11:03:05,0,3.25,none,0,0
23428,740,146,48.33,card,rural,2024-01-20 11:05:32,0,3.05,none,0,0
26271,186,114,274.28,upi,rural,2024-01-20 11:07:03,0,0.62,none,0,0
35117,434,89,35.73,card,urban,2024-01-20 11:12:19,0,2.91,none,0,0
4398,23,79,74.56,card,semi-urban,2024-01-20 11:13:51,0,4.59,none,0,0
16739,792,186,3.37,upi,rural,2024-01-20 11:14:52,0,3.11,none,0,0
22476,125,29,57.46,netbanking,semi-urban,2024-01-20 11:18:45,0,5.79,none,0,0
49602,738,57,358.19,upi,urban,2024-01-20 11:20:24,0,5.41,none,0,0
15388,819,143,169.17,card,rural,2024-01-20 11:20:37,0,4.7,none,0,0
5032,70,72,176.22,card,semi-urban,2024-01-20 11:25:22,0,4.44,none,0,0
6536,462,95,276.57,upi,urban,2024-01-20 11:27:08,0,4.67,none,0,0
23233,51,6,192.14,card,rural,2024-01-20 11:29:32,0,8.24,none,0,0
24003,588,19,167.44,netbanking,rural,2024-01-20 11:30:50,0,-1.81,none,0,0
20389,842,178,40.11,upi,rural,2024-01-20 11:34:09,0,5.24,none,0,0
1120,398,21,63.79,netbanking,urban,2024-01-20 11:34:31,0,2.8,none,0,0
12972,905,129,22.24,upi,semi-urban,2024-01-20 11:36:03,0,4.45,none,0,0
4880,866,43,68.88,upi,urban,2024-01-20 11:36:26,0,6.56,none,0,0
43840,46,108,11.24,card,semi-urban,2024-01-20 11:37:02,0,5.5,none,0,0
29648,677,177,66.96,netbanking,semi-urban,2024-01-20 11:42:57,0,6.92,none,0,0
3544,694,159,519.15,card,semi-urban,2024-01-20 11:43:20,0,6.12,none,0,0
31892,54,15,74.52,upi,rural,2024-01-20 11:43:43,0,5.5,none,0,0
2077,324,192,427.02,upi,semi-urban,2024-01-20 11:47:22,0,5.9,none,0,0
42106,447,31,15.46,card,semi-urban,2024-01-20 11:49:17,0,3.46,none,0,0
34606,407,53,210.75,upi,urban,2024-01-20 11:50:50,0,-0.88,none,0,0
2088,42,19,55.29,upi,semi-urban,2024-01-20 11:52:25,0,5.22,none,0,0
37738,386,187,242.77,netbanking,semi-urban,2024-01-20 11:52:47,0,1.83,none,0,0
14787,834,10,121.1,netbanking,semi-urban,2024-01-20 11:58:11,0,3.93,none,0,0
39119,785,156,4.95,card,urban,2024-01-20 12:05:04,0,6.57,none,0,0
28724,280,195,103.58,upi,semi-urban,2024-01-20 12:05:17,0,6.96,none,0,0
1779,963,47,184.41,card,semi-urban,2024-01-20 12:07:42,0,5.45,none,0,0
4294,162,82,23.58,netbanking,urban,2024-01-20 12:11:51,0,4.21,none,0,0
23043,495,66,91.68,upi,rural,2024-01-20 12:13:41,0,5.85,none,0,0
28292,939,142,166.01,card,rural,2024-01-20 12:14:47,0,10.05,none,0,0
30708,647,133,26.58,card,urban,2024-01-20 12:18:50,0,6.3,none,0,0
28398,795,20,44.7,upi,rural,2024-01-20 12:19:06,0,6.66,none,0,0
35670,240,93,238.77,netbanking,rural,2024-01-20 12:19:19,0,6.69,none,0,0
40854,742,114,78.45,card,urban,2024-01-20 12:20:43,0,3.92,none,0,0
6520,649,99,33.14,card,rural,2024-01-20 12:21:29,0,6.0,none,0,0
11477,836,128,203.0,netbanking,semi-urban,2024-01-20 12:21:58,0,5.93,none,0,0
3817,374,4,123.6,upi,urban,2024-01-20 12:22:35,0,4.2,none,0,0
8713,190,100,304.28,netbanking,semi-urban,2024-01-20 12:27:19,0,4.45,none,0,0
34989,905,178,15.23,card,urban,2024-01-20 12:36:39,0,4.17,none,0,0
4138,922,33,140.42,netbanking,urban,2024-01-20 12:36:48,0,4.98,none,0,0
1942,988,81,256.28,upi,rural,2024-01-20 12:37:43,0,6.56,none,0,0
32169,728,112,43.93,upi,urban,2024-01-20 12:40:31,0,4.64,none,0,0
33055,468,39,14.43,upi,semi-urban,2024-01-20 12:42:02,0,5.56,none,0,0
18723,965,140,262.94,netbanking,semi-urban,2024-01-20 12:42:26,0,5.57,none,0,0
1477,972,122,77.39,card,rural,2024-01-20 12:44:10,0,4.6,none,0,0
2265,100,118,363.33,netbanking,semi-urban,2024-01-20 12:49:01,0,1.79,none,0,0
39716,234,144,107.89,netbanking,rural,2024-01-20 12:49:05,0,6.39,none,0,0
48294,850,4,139.59,netbanking,rural,2024-01-20 12:49:22,0,6.41,none,0,0
19778,772,10,8.55,upi,rural,2024-01-20 12:50:44,0,5.44,none,0,0
6829,487,13,50.19,netbanking,semi-urban,2024-01-20 12:52:12,0,6.27,none,0,0
2816,826,166,191.96,netbanking,rural,2024-01-20 12:54:14,0,6.11,none,0,0
12911,620,66,77.4,netbanking,urban,2024-01-20 12:54:38,0,5.64,none,0,0
12706,29,185,71.31,upi,urban,2024-01-20 12:57:14,0,6.65,none,0,0
42938,7,72,20.67,card,rural,2024-01-20 12:59:32,0,2.05,none,0,0
39480,672,107,17.86,upi,urban,2024-01-20 13:02:58,0,3.98,none,0,0
28084,109,110,640.83,netbanking,rural,2024-01-20 13:04:38,0,5.41,none,0,0
19842,747,190,12.3,card,urban,2024-01-20 13:05:59,0,5.29,none,0,0
26522,984,192,642.46,upi,semi-urban,2024-01-20 13:06:32,0,5.91,none,0,0
31944,677,84,18.67,netbanking,rural,2024-01-20 13:07:51,0,4.86,none,0,0
49076,609,42,178.64,card,urban,2024-01-20 13:09:36,0,4.64,none,0,0
24748,394,58,360.36,netbanking,semi-urban,2024-01-20 13:20:52,0,5.68,none,0,0
42083,993,52,68.9,netbanking,semi-urban,2024-01-20 13:24:46,0,4.17,none,0,0
19250,725,23,70.5,card,semi-urban,2024-01-20 13:31:50,0,6.19,none,0,0
35478,828,138,304.87,netbanking,semi-urban,2024-01-20 13:32:26,0,7.47,none,0,0
44490,805,20,278.18,upi,urban,2024-01-20 13:37:21,0,4.89,none,0,0
7700,228,71,206.72,upi,rural,2024-01-20 13:39:51,0,3.36,none,0,0
34820,1000,189,89.42,netbanking,semi-urban,2024-01-20 13:40:25,0,5.98,none,0,0
42397,30,15,342.54,card,rural,2024-01-20 13:41:19,0,8.98,none,0,0
19381,246,88,97.08,netbanking,rural,2024-01-20 13:41:38,0,1.74,none,0,0
48894,679,135,301.54,card,rural,2024-01-20 13:44:17,0,0.64,none,0,0
44070,248,196,12.99,card,urban,2024-01-20 13:46:45,0,5.93,none,0,0
5450,176,124,16.8,upi,urban,2024-01-20 13:50:13,0,0.46,none,0,0
30396,278,142,13.756797947752894,card,rural,2024-01-20 13:50:27,0,6.97,card_testing,1,1
32762,606,182,334.41,upi,semi-urban,2024-01-20 13:51:29,0,7.11,none,0,0
39693,316,175,209.04,card,rural,2024-01-20 13:52:59,0,8.95,none,0,0
4584,168,77,166.13524632402024,card,semi-urban,2024-01-20 13:54:19,0,7.84,promo_abuse,1,1
18197,466,82,18.63,netbanking,urban,2024-01-20 13:54:48,0,8.39,none,0,0
5681,42,195,53.01,upi,rural,2024-01-20 13:54:48,0,6.73,none,0,0
28510,361,91,27.38,upi,rural,2024-01-20 13:55:27,0,7.36,none,0,0
15932,76,33,280.52,upi,rural,2024-01-20 14:02:19,0,3.82,none,0,0
16118,494,18,110.32,upi,rural,2024-01-20 14:05:19,0,7.07,none,0,0
15770,868,26,58.56,netbanking,rural,2024-01-20 14:05:51,0,7.07,none,0,0
26855,218,127,389.97,card,urban,2024-01-20 14:09:25,0,6.02,none,0,0
33024,688,82,308.87,card,rural,2024-01-20 14:11:42,0,5.34,none,0,0
42949,848,24,67.84,card,rural,2024-01-20 14:13:19,0,3.85,none,0,0
36106,330,74,176.58,upi,semi-urban,2024-01-20 14:13:40,0,6.8,none,0,0
10663,234,72,472.79,card,semi-urban,2024-01-20 14:16:22,0,3.78,none,0,0
858,916,168,158.12,netbanking,rural,2024-01-20 14:17:07,0,5.87,none,0,0
1626,564,26,45.06,upi,rural,2024-01-20 14:20:08,0,2.37,none,0,0
220,763,164,603.78,upi,semi-urban,2024-01-20 14:29:47,0,7.54,none,0,0
45706,980,4,62.89,upi,rural,2024-01-20 14:34:01,0,5.93,none,0,0
48609,281,151,7.77,upi,rural,2024-01-20 14:34:52,0,2.06,none,0,0
9078,779,2,40.18,upi,rural,2024-01-20 14:35:58,0,3.74,none,0,0
12768,246,187,257.48,card,urban,2024-01-20 14:41:14,0,0.33,none,0,0
48566,974,121,76.06,card,rural,2024-01-20 14:41:19,0,4.5,none,0,0
29351,570,102,51.23,card,semi-urban,2024-01-20 14:47:10,0,5.24,none,0,0
45095,833,86,140.27,netbanking,rural,2024-01-20 14:49:59,0,4.42,none,0,0
11466,462,6,119.52,upi,urban,2024-01-20 14:49:59,0,6.67,none,0,0
41316,380,185,17.83,upi,rural,2024-01-20 14:56:08,0,6.8,none,0,0
4141,883,23,90.41,netbanking,urban,2024-01-20 15:00:16,0,3.83,none,0,0
17632,993,20,151.94,upi,semi-urban,2024-01-20 15:01:30,0,1.78,none,0,0
43533,197,58,84.96,upi,urban,2024-01-20 15:03:54,0,0.58,none,0,0
28489,877,13,107.78,netbanking,urban,2024-01-20 15:06:14,0,4.71,none,0,0
19223,106,4,22.2,card,rural,2024-01-20 15:09:57,0,3.48,none,0,0
4421,174,35,37.58,card,rural,2024-01-20 15:10:23,0,4.2,none,0,0
6324,428,50,54.76,upi,semi-urban,2024-01-20 15:12:23,0,0.81,none,0,0
47774,991,200,4.98,netbanking,rural,2024-01-20 15:20:54,0,6.76,none,0,0
26114,226,190,105.9,card,rural,2024-01-20 15:22:11,0,4.63,none,0,0
48771,367,138,23.37,upi,semi-urban,2024-01-20 15:29:31,0,6.08,none,0,0
9929,104,98,139.02,upi,urban,2024-01-20 15:32:09,0,6.92,none,0,0
6216,843,122,327.93,upi,semi-urban,2024-01-20 15:35:40,0,0.47,none,0,0
36715,317,81,171.33,card,urban,2024-01-20 15:37:16,0,5.45,none,0,0
12428,199,39,28.45,upi,urban,2024-01-20 15:48:57,0,1.9,none,0,0
48152,68,46,15.64,card,semi-urban,2024-01-20 15:52:06,0,4.49,none,0,0
11381,947,20,263.57,netbanking,urban,2024-01-20 15:52:41,0,6.29,none,0,0
46196,585,185,217.73,card,rural,2024-01-20 15:59:33,0,4.02,none,0,0
35021,747,79,60.75,upi,semi-urban,2024-01-20 15:59:41,0,4.97,none,0,0
33615,48,131,191.24,upi,urban,2024-01-20 16:02:30,0,5.92,none,0,0
18647,468,174,11.21,upi,urban,2024-01-20 16:07:23,0,5.28,none,0,0
42853,854,156,121.11,upi,urban,2024-01-20 16:13:29,0,7.76,none,0,0
29078,250,111,28.2,card,semi-urban,2024-01-20 16:14:39,0,3.79,none,0,0
35270,98,30,170.66,upi,rural,2024-01-20 16:17:54,0,1.58,none,0,0
36960,244,24,8.52,card,semi-urban,2024-01-20 16:18:36,0,3.29,none,0,0
10881,85,88,25.78,card,urban,2024-01-20 16:25:52,0,6.0,none,0,0
3845,899,141,276.23,card,rural,2024-01-20 16:25:56,0,4.29,none,0,0
42100,644,169,10.6,card,urban,2024-01-20 16:26:33,0,3.11,none,0,0
9176,339,196,64.92,upi,semi-urban,2024-01-20 16:29:57,0,4.19,none,0,0
20793,66,145,40.33,netbanking,semi-urban,2024-01-20 16:30:02,0,4.39,none,0,0
34373,422,41,98.65,upi,urban,2024-01-20 16:30:23,0,6.0,none,0,0
21184,511,65,421.98,netbanking,rural,2024-01-20 16:30:50,0,1.97,none,0,0
12987,186,167,271.95,netbanking,urban,2024-01-20 16:41:53,0,1.41,none,0,0
29528,366,30,35.35,upi,semi-urban,2024-01-20 16:47:33,0,10.35,none,0,0
30056,606,172,199.32,card,rural,2024-01-20 16:47:41,0,5.15,none,0,0
40043,370,158,5.37,card,urban,2024-01-20 16:52:28,0,9.94,none,0,0
22915,118,141,197.95,netbanking,semi-urban,2024-01-20 16:57:57,0,2.65,none,0,0
48228,293,174,83.43,upi,rural,2024-01-20 16:58:37,0,2.78,none,0,0
12278,580,55,243.38,upi,semi-urban,2024-01-20 16:58:53,0,4.81,none,0,0
35554,160,107,50.41,upi,semi-urban,2024-01-20 17:00:29,0,5.15,none,0,0
24428,136,67,33.48,card,urban,2024-01-20 17:00:55,0,4.01,none,0,0
25509,808,67,52.05,upi,urban,2024-01-20 17:04:50,0,2.75,none,0,0
31561,134,189,90.78,netbanking,urban,2024-01-20 17:05:18,0,7.0,none,0,0
3909,78,132,156.41,netbanking,rural,2024-01-20 17:07:38,0,4.26,none,0,0
36953,215,90,81.16,card,rural,2024-01-20 17:09:01,0,3.51,none,0,0
2577,339,47,371.88,card,rural,2024-01-20 17:17:50,0,6.06,none,0,0
23205,337,169,362.62,netbanking,urban,2024-01-20 17:22:54,0,2.75,none,0,0
9301,327,50,370.7,netbanking,urban,2024-01-20 17:27:54,0,5.91,none,0,0
33760,852,180,171.58,upi,rural,2024-01-20 17:28:58,0,2.16,none,0,0
7815,49,50,10.28,card,rural,2024-01-20 17:36:10,0,6.5,none,0,0
39408,462,117,35.61,card,semi-urban,2024-01-20 17:36:38,0,4.58,none,0,0
43113,66,21,43.71,netbanking,urban,2024-01-20 17:37:29,0,1.97,none,0,0
19176,702,166,115.87,upi,rural,2024-01-20 17:47:37,0,4.15,none,0,0
20187,514,41,306.38,netbanking,rural,2024-01-20 17:48:41,0,7.64,none,0,0
48674,356,82,53.46,netbanking,rural,2024-01-20 17:53:44,0,5.69,none,0,0
37696,553,84,276.66,card,rural,2024-01-20 17:54:37,0,8.54,none,0,0
30414,98,65,280.13,card,rural,2024-01-20 17:54:48,0,5.93,none,0,0
42516,814,168,97.2,card,semi-urban,2024-01-20 17:54:49,0,0.33,none,0,0
5052,832,54,157.47,card,semi-urban,2024-01-20 17:55:46,0,6.13,none,0,0
48119,606,178,30.11,upi,semi-urban,2024-01-20 18:00:35,0,7.02,none,0,0
17549,647,1,87.79,upi,semi-urban,2024-01-20 18:02:05,0,2.98,none,0,0
16318,554,134,70.27,upi,rural,2024-01-20 18:09:14,0,3.73,none,0,0
34853,299,88,276.06,upi,semi-urban,2024-01-20 18:18:40,0,7.15,none,0,0
23910,341,112,19.81,netbanking,urban,2024-01-20 18:19:42,0,3.93,none,0,0
48450,82,78,0.64,netbanking,rural,2024-01-20 18:20:01,0,2.62,none,0,0
4969,932,138,257.77,card,rural,2024-01-20 18:20:33,0,6.87,none,0,0
38917,363,124,213.12,netbanking,rural,2024-01-20 18:21:27,0,2.14,none,0,0
41454,736,49,720.86,card,semi-urban,2024-01-20 18:24:32,0,4.81,none,0,0
39862,954,85,134.11,upi,urban,2024-01-20 18:28:43,0,3.34,none,0,0
966,148,150,64.28,upi,urban,2024-01-20 18:32:32,0,7.63,none,0,0
11928,773,5,0.56,upi,semi-urban,2024-01-20 18:37:20,0,5.2,none,0,0
42185,722,31,11.37,card,rural,2024-01-20 18:38:22,0,8.88,none,0,0
40826,791,196,155.24,netbanking,rural,2024-01-20 18:39:04,0,3.73,none,0,0
30228,884,56,292.86,upi,urban,2024-01-20 18:41:41,0,4.52,none,0,0
20538,649,27,166.39,netbanking,urban,2024-01-20 18:42:34,0,4.68,none,0,0
46963,441,146,253.47,card,semi-urban,2024-01-20 18:45:05,0,5.6,none,0,0
16283,23,162,66.46,card,semi-urban,2024-01-20 18:47:06,0,1.25,none,0,0
16036,531,102,157.43,card,semi-urban,2024-01-20 18:49:51,0,4.66,none,0,0
42884,874,112,315.96,card,urban,2024-01-20 18:51:49,0,3.91,none,0,0
3557,297,65,376.51,netbanking,urban,2024-01-20 18:53:48,0,6.03,none,0,0
26138,903,196,55.78,upi,rural,2024-01-20 18:56:38,0,2.16,none,0,0
25513,694,48,190.68,upi,semi-urban,2024-01-20 19:02:43,0,1.12,none,0,0
41382,79,161,175.28301972952127,upi,semi-urban,2024-01-20 19:05:13,0,4.9,account_takeover,1,1
34544,333,178,73.1,netbanking,urban,2024-01-20 19:06:10,0,6.73,none,0,0
48646,594,48,3.84,card,semi-urban,2024-01-20 19:09:18,0,5.23,none,0,0
45398,242,86,104.19,netbanking,urban,2024-01-20 19:11:04,0,4.68,none,0,0
37925,198,66,644.39,upi,rural,2024-01-20 19:12:50,0,5.41,none,0,0
9939,519,129,15.96,upi,rural,2024-01-20 19:13:14,0,7.86,none,0,0
28545,908,107,80.81,card,urban,2024-01-20 19:13:30,0,4.32,none,0,0
27141,808,135,113.29,card,semi-urban,2024-01-20 19:14:49,0,2.35,none,0,0
43694,90,139,86.23,netbanking,rural,2024-01-20 19:17:22,0,4.37,none,0,0
9982,781,175,26.67,upi,urban,2024-01-20 19:18:39,0,6.56,none,0,0
22115,28,191,206.76,upi,semi-urban,2024-01-20 19:20:34,0,4.78,none,0,0
26998,77,44,27.67,card,rural,2024-01-20 19:22:31,0,7.21,none,0,0
21079,582,73,76.66,card,rural,2024-01-20 19:23:06,0,5.35,none,0,0
25724,950,75,72.52,card,urban,2024-01-20 19:27:15,0,6.91,none,0,0
22578,302,11,213.81,upi,rural,2024-01-20 19:28:43,0,4.33,none,0,0
32560,44,146,155.49,upi,semi-urban,2024-01-20 19:32:08,0,7.58,none,0,0
32670,150,121,388.83,netbanking,rural,2024-01-20 19:32:08,0,3.43,none,0,0
17253,862,170,2.0,card,rural,2024-01-20 19:35:05,0,5.37,none,0,0
44515,938,62,9.42,card,urban,2024-01-20 19:43:28,0,5.61,none,0,0
27488,184,74,39.29,upi,semi-urban,2024-01-20 19:43:34,0,3.68,none,0,0
32498,187,79,19.34,upi,urban,2024-01-20 19:43:57,0,3.64,none,0,0
19616,204,51,11.08,upi,rural,2024-01-20 19:46:08,0,3.36,none,0,0
32268,527,9,87.63,netbanking,rural,2024-01-20 19:50:36,0,1.36,none,0,0
18865,3,129,24.04,netbanking,urban,2024-01-20 19:56:41,0,4.89,none,0,0
18212,35,200,55.65,upi,rural,2024-01-20 19:58:42,0,3.79,none,0,0
19567,124,7,183.04,upi,semi-urban,2024-01-20 19:58:48,0,1.12,none,0,0
35229,225,27,275.22,card,semi-urban,2024-01-20 20:00:05,0,5.68,none,0,0
23521,673,109,610.2,card,semi-urban,2024-01-20 20:02:46,0,8.5,none,0,0
48344,184,88,91.36,card,rural,2024-01-20 20:02:51,0,3.06,none,0,0
24476,778,120,494.78,card,semi-urban,2024-01-20 20:03:40,0,5.77,none,0,0
17105,683,196,139.73,netbanking,urban,2024-01-20 20:05:34,0,4.18,none,0,0
33766,719,75,361.3,upi,urban,2024-01-20 20:06:23,0,6.68,none,0,0
9908,963,141,75.57,netbanking,rural,2024-01-20 20:07:20,0,4.15,none,0,0
19303,585,171,623.71,upi,rural,2024-01-20 20:11:12,0,9.36,none,0,0
8805,46,150,137.33,netbanking,semi-urban,2024-01-20 20:13:34,0,8.07,none,0,0
21143,783,184,11.67,upi,urban,2024-01-20 20:15:01,0,4.4,none,0,0
3972,88,183,117.74,netbanking,urban,2024-01-20 20:16:55,0,3.49,none,0,0
34418,812,99,202.15,upi,semi-urban,2024-01-20 20:25:08,0,7.27,none,0,0
49676,137,153,6.26,card,rural,2024-01-20 20:25:43,0,7.64,none,0,0
30381,874,68,159.52,card,rural,2024-01-20 20:27:04,0,4.84,none,0,0
30794,224,116,185.31,upi,semi-urban,2024-01-20 20:28:07,0,4.55,none,0,0
41103,401,101,146.61,upi,semi-urban,2024-01-20 20:30:26,0,9.22,none,0,0
30119,354,103,42.26,netbanking,semi-urban,2024-01-20 20:32:19,0,6.04,none,0,0
14106,843,135,72.06,card,urban,2024-01-20 20:34:41,0,3.82,none,0,0
45270,29,1,11.047180355277781,card,semi-urban,2024-01-20 20:39:27,0,3.65,card_testing,1,1
46937,351,122,57.12,netbanking,semi-urban,2024-01-20 20:40:01,0,10.0,none,0,0
19192,646,122,67.74,card,urban,2024-01-20 20:42:02,0,6.78,none,0,0
37643,42,85,13.31,card,semi-urban,2024-01-20 20:47:11,0,3.44,none,0,0
30889,259,11,75.77,upi,rural,2024-01-20 20:54:58,0,7.1,none,0,0
40534,179,65,114.04,netbanking,semi-urban,2024-01-20 20:57:31,0,0.49,none,0,0
32952,394,183,112.49,upi,semi-urban,2024-01-20 20:57:37,0,6.22,none,0,0
11300,750,113,495.07,card,semi-urban,2024-01-20 21:03:34,0,3.98,none,0,0
25925,477,76,131.05,upi,rural,2024-01-20 21:06:09,0,5.26,none,0,0
36199,318,36,48.61,upi,semi-urban,2024-01-20 21:06:29,0,4.6,none,0,0
14954,835,192,19.68,upi,urban,2024-01-20 21:07:09,0,1.85,none,0,0
38428,177,193,39.96,upi,semi-urban,2024-01-20 21:09:28,0,4.36,none,0,0
26232,839,25,296.77,upi,rural,2024-01-20 21:11:16,0,-1.19,none,0,0
404,195,113,479.9,netbanking,urban,2024-01-20 21:11:36,0,6.23,none,0,0
22838,855,56,475.73,netbanking,rural,2024-01-20 21:17:26,0,7.14,none,0,0
40693,367,48,11.0,upi,semi-urban,2024-01-20 21:19:25,0,6.82,none,0,0
5306,522,60,162.26,netbanking,urban,2024-01-20 21:21:49,0,3.63,none,0,0
17855,493,18,61.17,card,rural,2024-01-20 21:23:39,0,2.17,none,0,0
49484,894,167,0.17,card,rural,2024-01-20 21:28:17,0,3.29,none,0,0
6934,459,83,113.91,upi,rural,2024-01-20 21:28:37,0,5.85,none,0,0
28615,717,20,245.76,upi,urban,2024-01-20 21:36:04,0,2.7,none,0,0
16082,156,76,372.22,card,urban,2024-01-20 21:36:33,0,5.97,none,0,0
46026,949,196,298.73,upi,urban,2024-01-20 21:37:23,0,6.31,none,0,0
42141,759,9,0.23,card,semi-urban,2024-01-20 21:37:34,0,7.46,none,0,0
34329,805,104,67.81,upi,rural,2024-01-20 21:38:15,0,7.46,none,0,0
4546,424,146,178.32,card,urban,2024-01-20 21:40:00,0,4.36,none,0,0
5291,964,41,44.61,upi,semi-urban,2024-01-20 21:44:07,0,7.05,none,0,0
12540,808,24,179.55,netbanking,urban,2024-01-20 21:46:57,0,4.92,none,0,0
29266,624,65,67.01109561883477,upi,rural,2024-01-20 21:47:31,0,0.66,card_testing,1,1
36842,1,79,128.27,card,rural,2024-01-20 21:48:18,0,6.92,none,0,0
9627,616,166,44.52,upi,rural,2024-01-20 21:50:15,0,3.75,none,0,0
20058,671,76,39.42,card,urban,2024-01-20 21:53:15,0,3.37,none,0,0
9091,349,140,76.75,card,urban,2024-01-20 21:53:39,0,6.97,none,0,0
35796,895,151,144.89,netbanking,semi-urban,2024-01-20 21:53:57,0,5.51,none,0,0
34560,867,114,73.33,upi,rural,2024-01-20 21:56:18,0,2.91,none,0,0
48494,522,17,16.29,netbanking,urban,2024-01-20 21:56:36,0,7.11,none,0,0
34797,22,188,106.92,netbanking,semi-urban,2024-01-20 21:59:35,0,0.92,none,0,0
34146,231,108,134.83,netbanking,semi-urban,2024-01-20 22:01:05,0,5.25,none,0,0
